document,proches
lycee_sciences-ingenieur_T.txt,lycee_sante-social_2.txt*0.055572014%lycee_ecjs_T.txt*0.049399193%lycee_creation-culture-design_2.txt*0.04056841%lycee_histoire-geo_TES-L.txt*0.039055124%lycee_svt_2.txt*0.030702647%college_histoire-geo_3.txt*0.027950658%college_technologie_college.txt*0.027749773%lycee_physique-chimie_2.txt*0.023857083%lycee_sciences-laboratoire_2.txt*0.023843128%lycee_sciences_lycee.txt*0.023194613%lycee_sciences-ingenieur_2.txt*0.023013627%lycee_svt_Tspe.txt*0.020985669%lycee_physique-chimie_lycee.txt*0.019035308%lycee_informatique_TS.txt*0.014372963%college_svt_college.txt*0.014344428%lycee_arts_TL.txt*0.014223473%lycee_physique-chimie_TS.txt*0.014018766%lycee_ecjs_1.txt*0.013616837%lycee_creation-innovation-technologiques_2.txt*0.013553484%lycee_eps_lycee.txt*0.013494671%college_arts_college.txt*0.013292904%lycee_sciences_1ES-L.txt*0.011549052%college_histoire-geo_4.txt*0.0113780135%lycee_eps_T.txt*0.011268348%lycee_litterature_2.txt*0.010884904%lycee_svt_lycee.txt*0.0107800085%college_maths_college.txt*0.010736804%lycee_methodes-pratiques-scientifiques_2.txt*0.010275853%lycee_arts_2.txt*0.010027476%lycee_maths_TS.txt*0.009806184%lycee_langues_2.txt*0.009506631%lycee_economie-gestion_2.txt*0.009481002%college_histoire-geo_intro.txt*0.008927376%lycee_maths_1S.txt*0.008898183%lycee_eps_tout.txt*0.0086262105%lycee_maths_1ES-L.txt*0.00855365%lycee_maths_2.txt*0.008448292%lycee_biotechnologies_2.txt*0.008382491%lycee_ses_1ses.txt*0.007846662%lycee_arts-creation_2.txt*0.0078184%lycee_langues_1-T.txt*0.0068560033%lycee_histoire-geo_2.txt*0.0067809867%college_exploration_tout.txt*0.0067675197%lycee_ses_2.txt*0.0066852598%lycee_litterature_TL.txt*0.00666931%lycee_francais_2-1.txt*0.006427875%college_eps_college.txt*0.006358009%lycee_histoire-geo_1.txt*0.006317415%lycee_histoire-des-arts_lycee.txt*0.0059930068%lycee_histoire-geo_TS-opt.txt*0.0059509045%lycee_droit_TL.txt*0.005508542%college_histoire-geo_5.txt*0.005294049%college_histoire-geo_6.txt*0.0052147936%lycee_litterature-etrangere_TL.txt*0.0051767933%lycee_ecjs_2.txt*0.005166035%lycee_ses_TES.txt*0.0050351038%college_arts-musique_intro.txt*0.003895771%
lycee_histoire-geo_TES-L.txt,lycee_sante-social_2.txt*0.06368086%lycee_ecjs_T.txt*0.059377544%lycee_creation-culture-design_2.txt*0.045966547%lycee_sciences-ingenieur_T.txt*0.039055124%lycee_eps_tout.txt*0.038965307%college_histoire-geo_4.txt*0.03726394%lycee_svt_2.txt*0.030434791%lycee_histoire-geo_TS-opt.txt*0.02845683%lycee_histoire-geo_1.txt*0.028072996%college_histoire-geo_intro.txt*0.026829265%lycee_arts_TL.txt*0.026807383%lycee_ecjs_1.txt*0.025752364%college_arts_college.txt*0.02474059%lycee_histoire-geo_2.txt*0.022782851%lycee_svt_Tspe.txt*0.02277516%college_histoire-geo_3.txt*0.020595029%college_technologie_college.txt*0.020544503%lycee_sciences_1ES-L.txt*0.020393535%lycee_eps_T.txt*0.02001643%lycee_sciences-laboratoire_2.txt*0.018964404%lycee_litterature_2.txt*0.015983569%lycee_francais_2-1.txt*0.015779993%lycee_arts_2.txt*0.015256465%college_histoire-geo_6.txt*0.015003456%college_svt_college.txt*0.014864998%college_histoire-geo_5.txt*0.014556723%lycee_litterature_TL.txt*0.014384947%lycee_physique-chimie_2.txt*0.013980857%lycee_langues_1-T.txt*0.013324267%lycee_sciences_lycee.txt*0.012929297%lycee_informatique_TS.txt*0.012774009%lycee_methodes-pratiques-scientifiques_2.txt*0.012565506%lycee_economie-gestion_2.txt*0.012405606%lycee_creation-innovation-technologiques_2.txt*0.012358921%lycee_ecjs_2.txt*0.012129622%college_arts-musique_intro.txt*0.011998973%lycee_physique-chimie_TS.txt*0.011705132%lycee_eps_lycee.txt*0.011596828%lycee_langues_2.txt*0.010956046%college_maths_college.txt*0.010688613%lycee_ses_1ses.txt*0.010569393%lycee_svt_lycee.txt*0.010528375%lycee_ses_2.txt*0.010391437%lycee_litterature-etrangere_TL.txt*0.010264578%lycee_histoire-des-arts_lycee.txt*0.0102537675%lycee_droit_TL.txt*0.009813945%lycee_maths_2.txt*0.009634628%lycee_arts-creation_2.txt*0.008819851%lycee_maths_1ES-L.txt*0.008659733%lycee_maths_1S.txt*0.008580995%college_exploration_tout.txt*0.008427594%lycee_maths_TS.txt*0.00835683%lycee_sciences-ingenieur_2.txt*0.007916199%college_eps_college.txt*0.007306399%lycee_ses_TES.txt*0.006875312%lycee_biotechnologies_2.txt*0.0066869725%lycee_physique-chimie_lycee.txt*0.0054991883%
lycee_histoire-geo_TS-opt.txt,lycee_maths_TS.txt*0.1296409%lycee_sciences_1ES-L.txt*0.10082342%lycee_creation-innovation-technologiques_2.txt*0.08465756%lycee_ses_1ses.txt*0.077872336%lycee_sante-social_2.txt*0.07339986%lycee_eps_tout.txt*0.06211066%lycee_creation-culture-design_2.txt*0.06194868%lycee_maths_2.txt*0.042579345%lycee_arts_TL.txt*0.03650627%college_arts_college.txt*0.033827987%college_histoire-geo_intro.txt*0.033166006%college_histoire-geo_4.txt*0.032322925%lycee_litterature-etrangere_TL.txt*0.030970799%lycee_eps_T.txt*0.029801207%lycee_histoire-geo_TES-L.txt*0.02845683%lycee_ecjs_2.txt*0.02831751%lycee_histoire-geo_1.txt*0.026928786%lycee_litterature_2.txt*0.026728116%lycee_ecjs_1.txt*0.026350832%lycee_svt_2.txt*0.025707753%lycee_sciences-ingenieur_2.txt*0.024010537%lycee_litterature_TL.txt*0.022858536%lycee_sciences-laboratoire_2.txt*0.022454875%lycee_histoire-geo_2.txt*0.022357453%lycee_economie-gestion_2.txt*0.02154106%lycee_droit_TL.txt*0.021085858%college_technologie_college.txt*0.020921472%lycee_svt_Tspe.txt*0.019606704%lycee_eps_lycee.txt*0.01946163%lycee_maths_1ES-L.txt*0.01918108%lycee_informatique_TS.txt*0.018540727%college_svt_college.txt*0.017567836%college_histoire-geo_3.txt*0.017112644%lycee_langues_1-T.txt*0.016960474%college_histoire-geo_6.txt*0.01686516%college_arts-musique_intro.txt*0.016123433%lycee_arts-creation_2.txt*0.01598053%lycee_arts_2.txt*0.015664773%lycee_francais_2-1.txt*0.01503851%college_maths_college.txt*0.0148772355%college_histoire-geo_5.txt*0.014446966%lycee_svt_lycee.txt*0.012734037%lycee_sciences_lycee.txt*0.012391693%lycee_histoire-des-arts_lycee.txt*0.012277968%lycee_ecjs_T.txt*0.011921273%lycee_langues_2.txt*0.011689543%lycee_physique-chimie_2.txt*0.011036515%college_exploration_tout.txt*0.010996101%lycee_physique-chimie_TS.txt*0.010584657%lycee_ses_2.txt*0.0104511585%lycee_maths_1S.txt*0.009669917%lycee_methodes-pratiques-scientifiques_2.txt*0.008606031%lycee_biotechnologies_2.txt*0.00786543%college_eps_college.txt*0.007292864%lycee_ses_TES.txt*0.0068410686%lycee_sciences-ingenieur_T.txt*0.0059509045%lycee_physique-chimie_lycee.txt*0.0031569062%
lycee_creation-culture-design_2.txt,lycee_sante-social_2.txt*0.5659225%lycee_eps_tout.txt*0.296284%lycee_svt_2.txt*0.266823%lycee_svt_Tspe.txt*0.21585129%college_histoire-geo_4.txt*0.2102578%college_arts_college.txt*0.19162655%lycee_physique-chimie_2.txt*0.18008333%college_technologie_college.txt*0.15243678%lycee_sciences-laboratoire_2.txt*0.13181077%lycee_ecjs_1.txt*0.13120615%lycee_arts_TL.txt*0.11261061%lycee_eps_T.txt*0.085048%lycee_litterature_2.txt*0.08002829%lycee_litterature_TL.txt*0.076934814%lycee_informatique_TS.txt*0.07591694%lycee_arts-creation_2.txt*0.07522292%lycee_arts_2.txt*0.07037556%lycee_sciences_lycee.txt*0.06958821%lycee_creation-innovation-technologiques_2.txt*0.06854775%lycee_francais_2-1.txt*0.06676448%college_svt_college.txt*0.065996654%college_histoire-geo_intro.txt*0.06556626%lycee_sciences-ingenieur_2.txt*0.06534003%college_maths_college.txt*0.06483288%lycee_histoire-geo_TS-opt.txt*0.06194868%lycee_maths_TS.txt*0.060415424%lycee_histoire-des-arts_lycee.txt*0.05792734%college_histoire-geo_6.txt*0.05728809%lycee_methodes-pratiques-scientifiques_2.txt*0.05649979%lycee_economie-gestion_2.txt*0.05612449%lycee_physique-chimie_TS.txt*0.05547969%lycee_droit_TL.txt*0.05483627%lycee_maths_1ES-L.txt*0.05269019%lycee_ses_1ses.txt*0.052674472%lycee_langues_2.txt*0.05246335%lycee_histoire-geo_2.txt*0.05221345%lycee_svt_lycee.txt*0.051736496%college_arts-musique_intro.txt*0.051709037%lycee_maths_2.txt*0.051431358%lycee_maths_1S.txt*0.051127806%college_histoire-geo_5.txt*0.05112218%lycee_eps_lycee.txt*0.050229035%college_histoire-geo_3.txt*0.05008873%lycee_litterature-etrangere_TL.txt*0.049077794%lycee_langues_1-T.txt*0.0480734%lycee_histoire-geo_TES-L.txt*0.045966547%lycee_histoire-geo_1.txt*0.045888696%lycee_biotechnologies_2.txt*0.04435546%lycee_sciences_1ES-L.txt*0.043515436%lycee_ecjs_2.txt*0.041680332%lycee_sciences-ingenieur_T.txt*0.04056841%lycee_physique-chimie_lycee.txt*0.040383138%lycee_ses_2.txt*0.037575305%college_eps_college.txt*0.035882942%lycee_ses_TES.txt*0.035147216%college_exploration_tout.txt*0.03210881%lycee_ecjs_T.txt*0.03043327%
lycee_physique-chimie_TS.txt,lycee_sante-social_2.txt*0.08044821%college_histoire-geo_6.txt*0.062142003%lycee_creation-culture-design_2.txt*0.05547969%lycee_histoire-geo_2.txt*0.051211733%lycee_svt_2.txt*0.04925533%lycee_biotechnologies_2.txt*0.043795627%lycee_ses_TES.txt*0.042460296%lycee_physique-chimie_2.txt*0.040245846%lycee_physique-chimie_lycee.txt*0.037264973%lycee_svt_Tspe.txt*0.035228837%lycee_sciences_lycee.txt*0.034624934%college_technologie_college.txt*0.0319184%lycee_sciences-laboratoire_2.txt*0.031068115%lycee_arts_TL.txt*0.024448331%college_histoire-geo_4.txt*0.023386048%college_svt_college.txt*0.022129165%lycee_eps_tout.txt*0.021012506%college_arts_college.txt*0.020486502%lycee_ecjs_1.txt*0.020020554%lycee_svt_lycee.txt*0.01825887%lycee_informatique_TS.txt*0.017422983%lycee_eps_lycee.txt*0.016722254%lycee_arts_2.txt*0.016605742%lycee_litterature_2.txt*0.016597006%lycee_maths_TS.txt*0.016225042%college_maths_college.txt*0.015933733%lycee_economie-gestion_2.txt*0.015510717%lycee_sciences_1ES-L.txt*0.015253548%lycee_creation-innovation-technologiques_2.txt*0.014928993%college_histoire-geo_intro.txt*0.01453608%lycee_methodes-pratiques-scientifiques_2.txt*0.014434772%lycee_langues_2.txt*0.014424545%lycee_maths_1ES-L.txt*0.014418115%lycee_sciences-ingenieur_T.txt*0.014018766%lycee_maths_1S.txt*0.01400266%lycee_litterature_TL.txt*0.013373925%lycee_maths_2.txt*0.013058953%lycee_droit_TL.txt*0.012998283%lycee_francais_2-1.txt*0.012909289%lycee_eps_T.txt*0.01283024%lycee_ses_1ses.txt*0.012294389%lycee_histoire-geo_TES-L.txt*0.011705132%lycee_histoire-geo_1.txt*0.011564095%lycee_langues_1-T.txt*0.011349022%lycee_sciences-ingenieur_2.txt*0.011308678%lycee_ecjs_T.txt*0.011271631%college_histoire-geo_3.txt*0.011003786%lycee_arts-creation_2.txt*0.010886917%lycee_histoire-geo_TS-opt.txt*0.010584657%college_eps_college.txt*0.010579076%lycee_ses_2.txt*0.010462737%college_histoire-geo_5.txt*0.00986573%lycee_ecjs_2.txt*0.0095836995%lycee_litterature-etrangere_TL.txt*0.009538585%college_arts-musique_intro.txt*0.008679081%lycee_histoire-des-arts_lycee.txt*0.007654526%college_exploration_tout.txt*0.006018891%
lycee_histoire-des-arts_lycee.txt,lycee_creation-culture-design_2.txt*0.05792734%lycee_sante-social_2.txt*0.0541621%lycee_arts-creation_2.txt*0.05035159%lycee_arts_TL.txt*0.04643247%lycee_maths_1ES-L.txt*0.042326957%lycee_litterature-etrangere_TL.txt*0.041710787%lycee_litterature_TL.txt*0.03975501%lycee_ecjs_2.txt*0.038619783%college_arts_college.txt*0.0375729%college_arts-musique_intro.txt*0.031996608%lycee_eps_tout.txt*0.03158376%lycee_sciences-ingenieur_2.txt*0.02983507%lycee_arts_2.txt*0.023841972%college_histoire-geo_4.txt*0.023641884%college_histoire-geo_intro.txt*0.021563584%lycee_eps_T.txt*0.021320112%college_svt_college.txt*0.020216027%lycee_svt_2.txt*0.016920099%lycee_ecjs_1.txt*0.016519096%lycee_francais_2-1.txt*0.015727121%lycee_svt_Tspe.txt*0.015653826%college_technologie_college.txt*0.015150854%lycee_litterature_2.txt*0.014966762%lycee_langues_1-T.txt*0.014840594%lycee_sciences_1ES-L.txt*0.014075788%lycee_sciences-laboratoire_2.txt*0.014071456%lycee_eps_lycee.txt*0.0137075735%lycee_ses_1ses.txt*0.013001609%college_histoire-geo_6.txt*0.012628299%lycee_langues_2.txt*0.012456174%lycee_histoire-geo_TS-opt.txt*0.012277968%lycee_creation-innovation-technologiques_2.txt*0.011716159%lycee_histoire-geo_TES-L.txt*0.0102537675%college_histoire-geo_3.txt*0.010167926%lycee_economie-gestion_2.txt*0.010020954%lycee_methodes-pratiques-scientifiques_2.txt*0.009937333%college_maths_college.txt*0.009634108%lycee_histoire-geo_2.txt*0.009579855%lycee_histoire-geo_1.txt*0.009568751%lycee_droit_TL.txt*0.00954631%lycee_physique-chimie_2.txt*0.009537454%college_exploration_tout.txt*0.009262949%lycee_sciences_lycee.txt*0.009139739%lycee_informatique_TS.txt*0.008530138%lycee_physique-chimie_lycee.txt*0.008429342%college_histoire-geo_5.txt*0.008210124%lycee_ecjs_T.txt*0.0077572074%lycee_physique-chimie_TS.txt*0.007654526%lycee_maths_2.txt*0.007581573%lycee_svt_lycee.txt*0.0074177603%college_eps_college.txt*0.0073808795%lycee_sciences-ingenieur_T.txt*0.0059930068%lycee_biotechnologies_2.txt*0.0055994256%lycee_ses_TES.txt*0.005176774%lycee_maths_TS.txt*0.0050718286%lycee_ses_2.txt*0.004470185%lycee_maths_1S.txt*0.0041269013%
lycee_droit_TL.txt,lycee_economie-gestion_2.txt*0.18471716%lycee_litterature_2.txt*0.17452621%lycee_sante-social_2.txt*0.090326056%lycee_eps_lycee.txt*0.06810299%lycee_maths_TS.txt*0.061644293%lycee_creation-culture-design_2.txt*0.05483627%lycee_informatique_TS.txt*0.054260563%lycee_ses_1ses.txt*0.04712104%lycee_sciences_1ES-L.txt*0.046562612%lycee_svt_2.txt*0.043735817%lycee_eps_tout.txt*0.040283754%college_histoire-geo_4.txt*0.039542485%lycee_arts_TL.txt*0.037569307%lycee_maths_2.txt*0.03756917%lycee_creation-innovation-technologiques_2.txt*0.032992363%lycee_ecjs_1.txt*0.031072633%college_histoire-geo_intro.txt*0.030997822%lycee_sciences_lycee.txt*0.030903446%lycee_ses_TES.txt*0.03064673%college_technologie_college.txt*0.030178266%lycee_svt_Tspe.txt*0.029799972%college_arts_college.txt*0.025777373%lycee_maths_1ES-L.txt*0.023877716%lycee_sciences-ingenieur_2.txt*0.022750977%lycee_maths_1S.txt*0.021916283%lycee_eps_T.txt*0.021438938%lycee_ecjs_2.txt*0.021126494%lycee_histoire-geo_TS-opt.txt*0.021085858%lycee_litterature_TL.txt*0.020786658%lycee_sciences-laboratoire_2.txt*0.01881601%lycee_francais_2-1.txt*0.018096657%college_svt_college.txt*0.016817305%lycee_ecjs_T.txt*0.016392674%college_maths_college.txt*0.015706189%lycee_physique-chimie_2.txt*0.014867885%lycee_arts_2.txt*0.014646731%college_histoire-geo_3.txt*0.014537267%lycee_langues_1-T.txt*0.014350213%lycee_arts-creation_2.txt*0.014325923%lycee_langues_2.txt*0.013875119%college_histoire-geo_6.txt*0.013737842%lycee_svt_lycee.txt*0.013139631%lycee_physique-chimie_TS.txt*0.012998283%lycee_litterature-etrangere_TL.txt*0.012897765%lycee_physique-chimie_lycee.txt*0.012665281%lycee_histoire-geo_2.txt*0.011689603%college_arts-musique_intro.txt*0.011585011%lycee_histoire-geo_1.txt*0.01128715%lycee_ses_2.txt*0.010476498%lycee_methodes-pratiques-scientifiques_2.txt*0.01042227%college_eps_college.txt*0.0102245575%lycee_histoire-geo_TES-L.txt*0.009813945%college_histoire-geo_5.txt*0.009708488%lycee_histoire-des-arts_lycee.txt*0.00954631%lycee_biotechnologies_2.txt*0.008376631%college_exploration_tout.txt*0.008222812%lycee_sciences-ingenieur_T.txt*0.005508542%
lycee_langues_2.txt,lycee_svt_lycee.txt*0.10088201%lycee_sante-social_2.txt*0.081188746%lycee_methodes-pratiques-scientifiques_2.txt*0.0739552%lycee_langues_1-T.txt*0.057058476%lycee_creation-culture-design_2.txt*0.05246335%college_maths_college.txt*0.043734062%lycee_svt_2.txt*0.04051579%college_eps_college.txt*0.037915193%lycee_francais_2-1.txt*0.035071004%lycee_sciences-laboratoire_2.txt*0.032467887%lycee_arts_TL.txt*0.032240655%college_arts_college.txt*0.031118467%lycee_svt_Tspe.txt*0.029166527%college_technologie_college.txt*0.027823213%lycee_litterature_2.txt*0.025648262%lycee_eps_lycee.txt*0.0239771%lycee_ecjs_1.txt*0.023969395%college_histoire-geo_4.txt*0.023136409%lycee_maths_1S.txt*0.022450333%college_histoire-geo_intro.txt*0.0222431%lycee_eps_tout.txt*0.021272073%lycee_informatique_TS.txt*0.021227611%lycee_physique-chimie_2.txt*0.021006161%lycee_sciences_lycee.txt*0.020629082%lycee_litterature-etrangere_TL.txt*0.02018687%lycee_arts_2.txt*0.02010516%college_svt_college.txt*0.018976796%lycee_litterature_TL.txt*0.017222874%lycee_economie-gestion_2.txt*0.016513893%lycee_sciences_1ES-L.txt*0.016346887%lycee_creation-innovation-technologiques_2.txt*0.015621455%lycee_eps_T.txt*0.015444605%lycee_arts-creation_2.txt*0.015235342%lycee_histoire-geo_2.txt*0.014875162%lycee_ses_1ses.txt*0.01484567%lycee_physique-chimie_TS.txt*0.014424545%lycee_droit_TL.txt*0.013875119%lycee_sciences-ingenieur_2.txt*0.01346058%lycee_maths_TS.txt*0.013287012%lycee_maths_2.txt*0.013251813%lycee_maths_1ES-L.txt*0.013183707%lycee_ecjs_T.txt*0.013034501%lycee_histoire-des-arts_lycee.txt*0.012456174%lycee_histoire-geo_1.txt*0.01245165%college_exploration_tout.txt*0.012253431%lycee_histoire-geo_TS-opt.txt*0.011689543%college_arts-musique_intro.txt*0.011688359%lycee_ecjs_2.txt*0.011369294%lycee_ses_2.txt*0.011360105%lycee_histoire-geo_TES-L.txt*0.010956046%college_histoire-geo_6.txt*0.010950542%lycee_biotechnologies_2.txt*0.010474395%lycee_physique-chimie_lycee.txt*0.010470239%lycee_sciences-ingenieur_T.txt*0.009506631%college_histoire-geo_3.txt*0.009340185%lycee_ses_TES.txt*0.008768206%college_histoire-geo_5.txt*0.007780561%
lycee_arts-creation_2.txt,lycee_litterature-etrangere_TL.txt*0.10964172%lycee_litterature_TL.txt*0.09683888%lycee_sante-social_2.txt*0.09498264%lycee_ecjs_2.txt*0.094569564%lycee_sciences-ingenieur_2.txt*0.08401467%lycee_creation-culture-design_2.txt*0.07522292%lycee_maths_1ES-L.txt*0.07058177%lycee_arts_TL.txt*0.05806967%lycee_histoire-des-arts_lycee.txt*0.05035159%college_arts_college.txt*0.048294567%lycee_sciences-laboratoire_2.txt*0.03728549%lycee_eps_tout.txt*0.03311214%lycee_svt_2.txt*0.03177358%lycee_litterature_2.txt*0.030043565%college_technologie_college.txt*0.029930275%lycee_eps_T.txt*0.028869579%college_arts-musique_intro.txt*0.027239334%lycee_eps_lycee.txt*0.02603149%lycee_arts_2.txt*0.025469085%lycee_creation-innovation-technologiques_2.txt*0.02430513%lycee_ecjs_1.txt*0.023647841%lycee_svt_Tspe.txt*0.02276801%college_svt_college.txt*0.02262181%college_histoire-geo_4.txt*0.021262795%college_histoire-geo_intro.txt*0.020635797%lycee_economie-gestion_2.txt*0.01985023%lycee_ses_1ses.txt*0.018802052%lycee_informatique_TS.txt*0.018273136%lycee_maths_2.txt*0.018271822%lycee_sciences_lycee.txt*0.017677106%lycee_physique-chimie_2.txt*0.01728134%lycee_methodes-pratiques-scientifiques_2.txt*0.016890481%lycee_francais_2-1.txt*0.01688739%lycee_sciences_1ES-L.txt*0.016198248%lycee_histoire-geo_TS-opt.txt*0.01598053%college_maths_college.txt*0.015850788%lycee_langues_2.txt*0.015235342%lycee_langues_1-T.txt*0.014940438%lycee_biotechnologies_2.txt*0.0144098895%lycee_droit_TL.txt*0.014325923%college_eps_college.txt*0.014294261%college_exploration_tout.txt*0.01224336%lycee_maths_TS.txt*0.011910152%lycee_ses_2.txt*0.011130511%lycee_physique-chimie_lycee.txt*0.0111294845%lycee_physique-chimie_TS.txt*0.010886917%lycee_histoire-geo_2.txt*0.010691824%lycee_ecjs_T.txt*0.010643638%lycee_histoire-geo_1.txt*0.009917305%lycee_svt_lycee.txt*0.009771644%college_histoire-geo_6.txt*0.009589771%lycee_maths_1S.txt*0.008846262%lycee_histoire-geo_TES-L.txt*0.008819851%college_histoire-geo_3.txt*0.008010394%lycee_sciences-ingenieur_T.txt*0.0078184%college_histoire-geo_5.txt*0.0074088615%lycee_ses_TES.txt*0.0059230374%
lycee_eps_lycee.txt,lycee_sante-social_2.txt*0.09631379%college_histoire-geo_intro.txt*0.07964185%lycee_informatique_TS.txt*0.07410154%lycee_droit_TL.txt*0.06810299%lycee_physique-chimie_lycee.txt*0.058061026%lycee_litterature_2.txt*0.05470316%lycee_eps_T.txt*0.054389596%college_arts-musique_intro.txt*0.051612444%lycee_creation-culture-design_2.txt*0.050229035%lycee_economie-gestion_2.txt*0.047771886%lycee_arts_TL.txt*0.04520328%lycee_sciences-laboratoire_2.txt*0.044224706%college_eps_college.txt*0.044003356%college_arts_college.txt*0.038548242%lycee_eps_tout.txt*0.03796561%lycee_sciences_1ES-L.txt*0.036217827%college_technologie_college.txt*0.03601318%lycee_svt_2.txt*0.034152903%lycee_sciences_lycee.txt*0.029937778%lycee_creation-innovation-technologiques_2.txt*0.027154377%lycee_arts-creation_2.txt*0.02603149%lycee_langues_1-T.txt*0.025791816%lycee_litterature-etrangere_TL.txt*0.025695996%lycee_ecjs_1.txt*0.025470905%lycee_langues_2.txt*0.0239771%lycee_arts_2.txt*0.023827361%lycee_svt_Tspe.txt*0.022213891%lycee_sciences-ingenieur_2.txt*0.02221139%college_svt_college.txt*0.021175755%lycee_physique-chimie_2.txt*0.020978104%lycee_maths_TS.txt*0.020938424%lycee_litterature_TL.txt*0.020188425%lycee_ses_1ses.txt*0.020056903%lycee_histoire-geo_TS-opt.txt*0.01946163%college_maths_college.txt*0.018916558%lycee_ecjs_2.txt*0.018830724%lycee_ses_2.txt*0.018096197%lycee_methodes-pratiques-scientifiques_2.txt*0.01758871%lycee_maths_2.txt*0.0174951%lycee_maths_1ES-L.txt*0.0167858%lycee_biotechnologies_2.txt*0.016783644%lycee_physique-chimie_TS.txt*0.016722254%lycee_francais_2-1.txt*0.016632983%college_histoire-geo_4.txt*0.01622016%college_exploration_tout.txt*0.015488539%lycee_histoire-des-arts_lycee.txt*0.0137075735%lycee_sciences-ingenieur_T.txt*0.013494671%lycee_svt_lycee.txt*0.013354029%lycee_maths_1S.txt*0.01275841%lycee_histoire-geo_2.txt*0.01243031%lycee_histoire-geo_1.txt*0.012379097%lycee_histoire-geo_TES-L.txt*0.011596828%lycee_ecjs_T.txt*0.01147788%college_histoire-geo_6.txt*0.010301884%college_histoire-geo_3.txt*0.008648235%college_histoire-geo_5.txt*0.008345139%lycee_ses_TES.txt*0.008102003%
college_arts_college.txt,lycee_sante-social_2.txt*0.24293515%lycee_creation-culture-design_2.txt*0.19162655%lycee_svt_2.txt*0.14070727%lycee_svt_Tspe.txt*0.12235171%lycee_physique-chimie_2.txt*0.105383955%college_histoire-geo_4.txt*0.10535919%lycee_ecjs_1.txt*0.09173339%college_technologie_college.txt*0.088662766%lycee_arts_TL.txt*0.08737756%lycee_eps_tout.txt*0.07863964%lycee_sciences-laboratoire_2.txt*0.07218107%lycee_litterature_2.txt*0.05514734%college_histoire-geo_intro.txt*0.05423161%lycee_arts_2.txt*0.05113596%lycee_arts-creation_2.txt*0.048294567%college_arts-musique_intro.txt*0.047846474%lycee_francais_2-1.txt*0.045640003%lycee_litterature_TL.txt*0.04369869%college_maths_college.txt*0.041036196%lycee_informatique_TS.txt*0.03983874%lycee_maths_2.txt*0.03948987%lycee_eps_lycee.txt*0.038548242%lycee_eps_T.txt*0.037822448%lycee_histoire-des-arts_lycee.txt*0.0375729%college_svt_college.txt*0.036300987%lycee_langues_1-T.txt*0.035536002%lycee_litterature-etrangere_TL.txt*0.034675006%lycee_histoire-geo_TS-opt.txt*0.033827987%lycee_sciences_lycee.txt*0.03254051%lycee_sciences_1ES-L.txt*0.03249214%lycee_creation-innovation-technologiques_2.txt*0.031966295%lycee_ecjs_2.txt*0.03180481%lycee_langues_2.txt*0.031118467%college_eps_college.txt*0.030635357%lycee_ses_1ses.txt*0.030392734%lycee_methodes-pratiques-scientifiques_2.txt*0.02998195%lycee_sciences-ingenieur_2.txt*0.028320756%lycee_maths_1ES-L.txt*0.028112752%lycee_droit_TL.txt*0.025777373%college_histoire-geo_6.txt*0.025582554%lycee_maths_TS.txt*0.02505511%lycee_histoire-geo_TES-L.txt*0.02474059%lycee_histoire-geo_1.txt*0.024693053%lycee_economie-gestion_2.txt*0.024440724%lycee_histoire-geo_2.txt*0.024406644%lycee_maths_1S.txt*0.02317093%lycee_ses_2.txt*0.022851015%lycee_ecjs_T.txt*0.022405313%college_exploration_tout.txt*0.022389377%lycee_svt_lycee.txt*0.022270292%lycee_physique-chimie_TS.txt*0.020486502%college_histoire-geo_3.txt*0.020299306%lycee_biotechnologies_2.txt*0.01952371%college_histoire-geo_5.txt*0.0169716%lycee_physique-chimie_lycee.txt*0.016847294%lycee_sciences-ingenieur_T.txt*0.013292904%lycee_ses_TES.txt*0.012049537%
