document,proches
lycee_ecjs_2.txt,lycee_litterature-etrangere_TL.txt*0.1628416%lycee_litterature_TL.txt*0.1246559%lycee_arts-creation_2.txt*0.094569564%lycee_sante-social_2.txt*0.09060999%lycee_sciences-ingenieur_2.txt*0.090055734%lycee_maths_1ES-L.txt*0.07742519%lycee_eps_tout.txt*0.06266315%lycee_ecjs_1.txt*0.053957757%lycee_creation-culture-design_2.txt*0.041680332%lycee_histoire-des-arts_lycee.txt*0.038619783%lycee_arts_TL.txt*0.034792773%college_histoire-geo_4.txt*0.032397516%college_arts_college.txt*0.03180481%lycee_maths_2.txt*0.03172112%lycee_svt_2.txt*0.03110696%lycee_eps_T.txt*0.02894995%college_histoire-geo_intro.txt*0.028607653%lycee_histoire-geo_TS-opt.txt*0.02831751%lycee_ses_1ses.txt*0.02780736%lycee_sciences-laboratoire_2.txt*0.027766563%college_technologie_college.txt*0.027194405%college_svt_college.txt*0.026921362%lycee_litterature_2.txt*0.026706558%lycee_svt_Tspe.txt*0.02564455%lycee_creation-innovation-technologiques_2.txt*0.024651522%lycee_sciences_1ES-L.txt*0.024150187%college_maths_college.txt*0.022962559%lycee_droit_TL.txt*0.021126494%lycee_informatique_TS.txt*0.018876903%lycee_eps_lycee.txt*0.018830724%lycee_ecjs_T.txt*0.018364402%lycee_economie-gestion_2.txt*0.017112557%lycee_francais_2-1.txt*0.015679458%lycee_maths_TS.txt*0.014872691%college_arts-musique_intro.txt*0.014534437%lycee_physique-chimie_2.txt*0.014122838%lycee_sciences_lycee.txt*0.012970629%lycee_arts_2.txt*0.012715867%lycee_langues_1-T.txt*0.012182807%lycee_histoire-geo_TES-L.txt*0.012129622%lycee_langues_2.txt*0.011369294%lycee_histoire-geo_1.txt*0.011300111%college_histoire-geo_6.txt*0.011166829%college_histoire-geo_3.txt*0.011070343%lycee_methodes-pratiques-scientifiques_2.txt*0.010393752%lycee_histoire-geo_2.txt*0.010052745%lycee_maths_1S.txt*0.009922421%college_exploration_tout.txt*0.009882983%lycee_ses_2.txt*0.009709446%lycee_physique-chimie_TS.txt*0.0095836995%college_eps_college.txt*0.009508907%college_histoire-geo_5.txt*0.007984913%lycee_ses_TES.txt*0.00793038%lycee_svt_lycee.txt*0.0077709486%lycee_physique-chimie_lycee.txt*0.0073855626%lycee_biotechnologies_2.txt*0.006519394%lycee_sciences-ingenieur_T.txt*0.005166035%
lycee_sante-social_2.txt,lycee_creation-culture-design_2.txt*0.5659225%lycee_svt_2.txt*0.5257208%lycee_svt_Tspe.txt*0.43426338%lycee_eps_tout.txt*0.3892347%college_histoire-geo_4.txt*0.3785373%lycee_physique-chimie_2.txt*0.34104702%college_arts_college.txt*0.24293515%lycee_sciences-laboratoire_2.txt*0.15558614%college_technologie_college.txt*0.14585368%lycee_ecjs_1.txt*0.14328215%lycee_sciences_lycee.txt*0.13226543%lycee_arts_TL.txt*0.119163826%college_svt_college.txt*0.11297423%lycee_creation-innovation-technologiques_2.txt*0.11290551%lycee_informatique_TS.txt*0.1100558%lycee_economie-gestion_2.txt*0.10931266%lycee_litterature_2.txt*0.10590821%lycee_ses_1ses.txt*0.10150324%college_histoire-geo_intro.txt*0.10109502%lycee_sciences-ingenieur_2.txt*0.098563924%lycee_eps_T.txt*0.09745885%lycee_eps_lycee.txt*0.09631379%lycee_arts-creation_2.txt*0.09498264%lycee_sciences_1ES-L.txt*0.09378655%lycee_maths_TS.txt*0.0929694%lycee_ecjs_2.txt*0.09060999%lycee_droit_TL.txt*0.090326056%lycee_biotechnologies_2.txt*0.089059435%lycee_svt_lycee.txt*0.08387289%lycee_arts_2.txt*0.08364183%college_maths_college.txt*0.083260216%lycee_methodes-pratiques-scientifiques_2.txt*0.08174804%lycee_langues_2.txt*0.081188746%lycee_ecjs_T.txt*0.081091076%lycee_histoire-geo_2.txt*0.08076393%lycee_physique-chimie_TS.txt*0.08044821%lycee_ses_TES.txt*0.07988941%lycee_litterature-etrangere_TL.txt*0.07830751%lycee_litterature_TL.txt*0.075188994%lycee_ses_2.txt*0.074142516%lycee_histoire-geo_1.txt*0.073662505%lycee_histoire-geo_TS-opt.txt*0.07339986%college_histoire-geo_6.txt*0.07254257%college_eps_college.txt*0.07212782%college_histoire-geo_3.txt*0.07197153%college_histoire-geo_5.txt*0.071138136%lycee_langues_1-T.txt*0.070492946%lycee_physique-chimie_lycee.txt*0.06788038%lycee_maths_1ES-L.txt*0.06752069%lycee_maths_2.txt*0.065230414%lycee_francais_2-1.txt*0.064107895%lycee_histoire-geo_TES-L.txt*0.06368086%lycee_maths_1S.txt*0.062352452%college_exploration_tout.txt*0.058742154%lycee_sciences-ingenieur_T.txt*0.055572014%lycee_histoire-des-arts_lycee.txt*0.0541621%college_arts-musique_intro.txt*0.0460418%
lycee_histoire-geo_1.txt,lycee_sante-social_2.txt*0.073662505%lycee_ses_2.txt*0.0486018%lycee_creation-culture-design_2.txt*0.045888696%lycee_eps_tout.txt*0.03989555%college_histoire-geo_4.txt*0.039495368%lycee_svt_2.txt*0.032847535%college_histoire-geo_intro.txt*0.029851066%lycee_histoire-geo_TES-L.txt*0.028072996%lycee_arts_TL.txt*0.027458549%lycee_histoire-geo_TS-opt.txt*0.026928786%lycee_ecjs_1.txt*0.025031693%college_arts_college.txt*0.024693053%lycee_svt_Tspe.txt*0.024438893%lycee_histoire-geo_2.txt*0.024132757%college_technologie_college.txt*0.022085892%college_histoire-geo_3.txt*0.021700721%lycee_sciences_1ES-L.txt*0.020195935%lycee_sciences-laboratoire_2.txt*0.01931198%college_exploration_tout.txt*0.018341925%lycee_eps_T.txt*0.017452752%college_histoire-geo_5.txt*0.016692106%college_svt_college.txt*0.01621923%lycee_litterature_2.txt*0.016047059%lycee_francais_2-1.txt*0.01589305%lycee_arts_2.txt*0.015342281%lycee_physique-chimie_2.txt*0.015029777%college_histoire-geo_6.txt*0.015023136%lycee_informatique_TS.txt*0.014109482%lycee_langues_1-T.txt*0.013938207%lycee_sciences_lycee.txt*0.013905499%lycee_litterature_TL.txt*0.013642063%college_arts-musique_intro.txt*0.01293109%lycee_langues_2.txt*0.01245165%lycee_eps_lycee.txt*0.012379097%lycee_creation-innovation-technologiques_2.txt*0.012335228%lycee_economie-gestion_2.txt*0.012009444%college_maths_college.txt*0.011861518%lycee_ses_1ses.txt*0.011795264%lycee_maths_2.txt*0.011604924%lycee_physique-chimie_TS.txt*0.011564095%lycee_svt_lycee.txt*0.011402315%lycee_litterature-etrangere_TL.txt*0.011398357%lycee_ecjs_2.txt*0.011300111%lycee_droit_TL.txt*0.01128715%lycee_maths_1ES-L.txt*0.010726544%lycee_ecjs_T.txt*0.0103064515%lycee_arts-creation_2.txt*0.009917305%lycee_methodes-pratiques-scientifiques_2.txt*0.009864731%lycee_maths_1S.txt*0.0095952405%lycee_histoire-des-arts_lycee.txt*0.009568751%lycee_maths_TS.txt*0.009476129%college_eps_college.txt*0.008891807%lycee_sciences-ingenieur_2.txt*0.0085921595%lycee_biotechnologies_2.txt*0.0069526234%lycee_ses_TES.txt*0.006780864%lycee_physique-chimie_lycee.txt*0.0067022503%lycee_sciences-ingenieur_T.txt*0.006317415%
college_histoire-geo_4.txt,lycee_sante-social_2.txt*0.3785373%lycee_svt_2.txt*0.21400593%lycee_creation-culture-design_2.txt*0.2102578%lycee_svt_Tspe.txt*0.19270752%lycee_physique-chimie_2.txt*0.15092044%lycee_eps_tout.txt*0.1143019%college_arts_college.txt*0.10535919%lycee_ecjs_1.txt*0.07536125%college_histoire-geo_3.txt*0.063245274%college_histoire-geo_6.txt*0.061451107%college_technologie_college.txt*0.05889401%college_histoire-geo_5.txt*0.053196125%lycee_arts_TL.txt*0.044126485%lycee_sciences-laboratoire_2.txt*0.042710524%lycee_histoire-geo_2.txt*0.041297413%college_histoire-geo_intro.txt*0.040394906%lycee_droit_TL.txt*0.039542485%lycee_histoire-geo_1.txt*0.039495368%lycee_histoire-geo_TES-L.txt*0.03726394%lycee_francais_2-1.txt*0.03328955%lycee_eps_T.txt*0.033189666%lycee_litterature_2.txt*0.032515824%lycee_ecjs_2.txt*0.032397516%lycee_histoire-geo_TS-opt.txt*0.032322925%lycee_litterature_TL.txt*0.032136228%college_svt_college.txt*0.029332785%lycee_ecjs_T.txt*0.026825767%lycee_informatique_TS.txt*0.02672561%lycee_sciences_lycee.txt*0.025675606%college_maths_college.txt*0.025616089%lycee_arts_2.txt*0.024386449%lycee_ses_1ses.txt*0.023887388%lycee_histoire-des-arts_lycee.txt*0.023641884%lycee_physique-chimie_TS.txt*0.023386048%lycee_economie-gestion_2.txt*0.023167226%lycee_langues_2.txt*0.023136409%lycee_svt_lycee.txt*0.022401085%lycee_langues_1-T.txt*0.022095952%lycee_litterature-etrangere_TL.txt*0.02180742%lycee_arts-creation_2.txt*0.021262795%lycee_maths_TS.txt*0.020691378%lycee_creation-innovation-technologiques_2.txt*0.020256843%lycee_maths_1ES-L.txt*0.019241974%lycee_maths_1S.txt*0.0191975%lycee_ses_2.txt*0.019080108%lycee_methodes-pratiques-scientifiques_2.txt*0.018532982%lycee_maths_2.txt*0.018228866%lycee_sciences-ingenieur_2.txt*0.017914709%lycee_sciences_1ES-L.txt*0.017198209%lycee_ses_TES.txt*0.017043319%college_arts-musique_intro.txt*0.016612284%lycee_eps_lycee.txt*0.01622016%college_eps_college.txt*0.014434358%college_exploration_tout.txt*0.013427351%lycee_biotechnologies_2.txt*0.013140659%lycee_sciences-ingenieur_T.txt*0.0113780135%lycee_physique-chimie_lycee.txt*0.01112228%
lycee_maths_1S.txt,lycee_langues_1-T.txt*0.092841715%college_eps_college.txt*0.08941113%lycee_sante-social_2.txt*0.062352452%lycee_creation-culture-design_2.txt*0.051127806%lycee_maths_1ES-L.txt*0.040197413%lycee_maths_TS.txt*0.037578512%lycee_svt_2.txt*0.0358323%lycee_arts_2.txt*0.034095515%lycee_maths_2.txt*0.03358143%college_maths_college.txt*0.032737937%lycee_informatique_TS.txt*0.028520765%college_technologie_college.txt*0.025073212%lycee_svt_Tspe.txt*0.024153175%lycee_svt_lycee.txt*0.023784326%college_arts_college.txt*0.02317093%lycee_sciences-laboratoire_2.txt*0.02296345%lycee_langues_2.txt*0.022450333%lycee_ses_1ses.txt*0.022333492%lycee_droit_TL.txt*0.021916283%lycee_arts_TL.txt*0.021240508%lycee_francais_2-1.txt*0.02078814%lycee_physique-chimie_2.txt*0.020230224%college_histoire-geo_4.txt*0.0191975%lycee_litterature_2.txt*0.019041352%lycee_sciences_lycee.txt*0.018743578%lycee_economie-gestion_2.txt*0.018283948%lycee_ecjs_1.txt*0.018247234%lycee_methodes-pratiques-scientifiques_2.txt*0.0165671%lycee_physique-chimie_lycee.txt*0.015679877%college_svt_college.txt*0.015572958%lycee_ses_TES.txt*0.015124164%lycee_physique-chimie_TS.txt*0.01400266%college_histoire-geo_intro.txt*0.013490003%lycee_creation-innovation-technologiques_2.txt*0.0128705455%lycee_eps_lycee.txt*0.01275841%lycee_litterature_TL.txt*0.012637142%lycee_sciences-ingenieur_2.txt*0.011455634%lycee_sciences_1ES-L.txt*0.011440519%lycee_histoire-geo_2.txt*0.010763902%lycee_ecjs_2.txt*0.009922421%lycee_ses_2.txt*0.009712231%lycee_histoire-geo_TS-opt.txt*0.009669917%lycee_eps_T.txt*0.009623623%lycee_histoire-geo_1.txt*0.0095952405%college_histoire-geo_6.txt*0.009249523%lycee_sciences-ingenieur_T.txt*0.008898183%lycee_arts-creation_2.txt*0.008846262%lycee_histoire-geo_TES-L.txt*0.008580995%lycee_eps_tout.txt*0.0084166005%lycee_ecjs_T.txt*0.008303744%college_histoire-geo_3.txt*0.007930543%lycee_biotechnologies_2.txt*0.007875343%lycee_litterature-etrangere_TL.txt*0.007545222%college_histoire-geo_5.txt*0.0065575843%college_arts-musique_intro.txt*0.006530454%college_exploration_tout.txt*0.004701403%lycee_histoire-des-arts_lycee.txt*0.0041269013%
lycee_ses_TES.txt,lycee_sante-social_2.txt*0.07988941%college_histoire-geo_6.txt*0.0722906%lycee_histoire-geo_2.txt*0.055458315%lycee_biotechnologies_2.txt*0.04338198%lycee_physique-chimie_TS.txt*0.042460296%lycee_ses_1ses.txt*0.037149973%lycee_creation-culture-design_2.txt*0.035147216%lycee_svt_2.txt*0.03379337%lycee_droit_TL.txt*0.03064673%lycee_economie-gestion_2.txt*0.030096108%lycee_informatique_TS.txt*0.029928837%lycee_eps_tout.txt*0.028318608%lycee_svt_Tspe.txt*0.023194415%lycee_ecjs_1.txt*0.020024152%lycee_litterature_2.txt*0.019001106%lycee_arts_TL.txt*0.018653587%lycee_maths_TS.txt*0.018560309%college_technologie_college.txt*0.017162792%college_histoire-geo_4.txt*0.017043319%lycee_sciences_lycee.txt*0.015904132%lycee_maths_1S.txt*0.015124164%lycee_maths_1ES-L.txt*0.01477131%lycee_sciences_1ES-L.txt*0.013605914%lycee_francais_2-1.txt*0.012446056%college_arts_college.txt*0.012049537%lycee_ses_2.txt*0.011148054%lycee_eps_T.txt*0.010882853%college_svt_college.txt*0.010129495%lycee_litterature_TL.txt*0.010067064%lycee_sciences-laboratoire_2.txt*0.010032422%lycee_ecjs_T.txt*0.009737528%lycee_svt_lycee.txt*0.009700267%lycee_arts_2.txt*0.009684239%lycee_maths_2.txt*0.009149351%lycee_langues_1-T.txt*0.008869002%lycee_physique-chimie_2.txt*0.008866465%lycee_langues_2.txt*0.008768206%lycee_creation-innovation-technologiques_2.txt*0.008402913%college_histoire-geo_intro.txt*0.008265384%college_histoire-geo_3.txt*0.008199613%lycee_eps_lycee.txt*0.008102003%lycee_ecjs_2.txt*0.00793038%college_maths_college.txt*0.007827816%lycee_sciences-ingenieur_2.txt*0.007662776%lycee_histoire-geo_TES-L.txt*0.006875312%lycee_histoire-geo_TS-opt.txt*0.0068410686%lycee_histoire-geo_1.txt*0.006780864%lycee_methodes-pratiques-scientifiques_2.txt*0.0063656894%lycee_arts-creation_2.txt*0.0059230374%college_histoire-geo_5.txt*0.005656376%lycee_physique-chimie_lycee.txt*0.0052386294%lycee_histoire-des-arts_lycee.txt*0.005176774%college_eps_college.txt*0.005048137%lycee_sciences-ingenieur_T.txt*0.0050351038%lycee_litterature-etrangere_TL.txt*0.004970668%college_arts-musique_intro.txt*0.004035944%college_exploration_tout.txt*0.0037994126%
lycee_litterature_2.txt,lycee_droit_TL.txt*0.17452621%lycee_economie-gestion_2.txt*0.12701784%lycee_sante-social_2.txt*0.10590821%lycee_creation-culture-design_2.txt*0.08002829%lycee_arts_TL.txt*0.05837838%college_arts_college.txt*0.05514734%lycee_eps_lycee.txt*0.05470316%lycee_maths_TS.txt*0.05362815%lycee_maths_2.txt*0.045692183%lycee_creation-innovation-technologiques_2.txt*0.045384213%lycee_sciences_1ES-L.txt*0.044550333%lycee_litterature_TL.txt*0.040160175%lycee_svt_2.txt*0.039801866%lycee_sciences-laboratoire_2.txt*0.039777834%lycee_ses_1ses.txt*0.03962134%lycee_informatique_TS.txt*0.039061986%lycee_ecjs_1.txt*0.036014482%college_technologie_college.txt*0.036008265%college_histoire-geo_intro.txt*0.03559698%lycee_sciences-ingenieur_2.txt*0.03439066%lycee_francais_2-1.txt*0.03302062%college_histoire-geo_4.txt*0.032515824%lycee_arts-creation_2.txt*0.030043565%lycee_arts_2.txt*0.028774723%lycee_sciences_lycee.txt*0.028629083%lycee_svt_Tspe.txt*0.026770044%lycee_histoire-geo_TS-opt.txt*0.026728116%lycee_ecjs_2.txt*0.026706558%lycee_litterature-etrangere_TL.txt*0.02669726%lycee_langues_2.txt*0.025648262%lycee_eps_tout.txt*0.025372377%college_maths_college.txt*0.023157569%lycee_maths_1ES-L.txt*0.023136022%college_svt_college.txt*0.02264992%lycee_methodes-pratiques-scientifiques_2.txt*0.022356454%lycee_langues_1-T.txt*0.021985263%lycee_eps_T.txt*0.02169598%college_arts-musique_intro.txt*0.019567735%lycee_maths_1S.txt*0.019041352%lycee_ses_TES.txt*0.019001106%lycee_histoire-geo_2.txt*0.018883547%lycee_physique-chimie_2.txt*0.01879389%lycee_ecjs_T.txt*0.01802506%college_histoire-geo_6.txt*0.017536426%lycee_ses_2.txt*0.017517725%lycee_svt_lycee.txt*0.017106071%college_eps_college.txt*0.017083999%lycee_physique-chimie_TS.txt*0.016597006%college_exploration_tout.txt*0.01628325%lycee_histoire-geo_1.txt*0.016047059%lycee_histoire-geo_TES-L.txt*0.015983569%lycee_biotechnologies_2.txt*0.015124508%lycee_histoire-des-arts_lycee.txt*0.014966762%college_histoire-geo_3.txt*0.013769784%lycee_physique-chimie_lycee.txt*0.012806521%college_histoire-geo_5.txt*0.012037431%lycee_sciences-ingenieur_T.txt*0.010884904%
lycee_sciences-ingenieur_2.txt,lycee_litterature-etrangere_TL.txt*0.10071172%lycee_sante-social_2.txt*0.098563924%lycee_ecjs_2.txt*0.090055734%lycee_arts-creation_2.txt*0.08401467%lycee_litterature_TL.txt*0.08151442%lycee_maths_1ES-L.txt*0.06708605%lycee_creation-culture-design_2.txt*0.06534003%lycee_creation-innovation-technologiques_2.txt*0.05646049%lycee_maths_2.txt*0.039726667%lycee_sciences-laboratoire_2.txt*0.039434034%college_technologie_college.txt*0.037369445%lycee_litterature_2.txt*0.03439066%lycee_maths_TS.txt*0.033674434%lycee_economie-gestion_2.txt*0.033456538%lycee_svt_2.txt*0.030769592%lycee_histoire-des-arts_lycee.txt*0.02983507%lycee_arts_TL.txt*0.028364781%college_arts_college.txt*0.028320756%lycee_sciences_lycee.txt*0.026650408%lycee_ses_1ses.txt*0.02575641%college_svt_college.txt*0.024572823%lycee_sciences_1ES-L.txt*0.024218168%lycee_histoire-geo_TS-opt.txt*0.024010537%lycee_sciences-ingenieur_T.txt*0.023013627%lycee_droit_TL.txt*0.022750977%lycee_eps_tout.txt*0.022317633%lycee_eps_lycee.txt*0.02221139%lycee_informatique_TS.txt*0.02204406%lycee_svt_Tspe.txt*0.02172685%lycee_physique-chimie_2.txt*0.020916803%lycee_ecjs_1.txt*0.02090671%lycee_eps_T.txt*0.01955223%college_histoire-geo_intro.txt*0.017987857%college_histoire-geo_4.txt*0.017914709%college_maths_college.txt*0.017823713%lycee_biotechnologies_2.txt*0.016103497%lycee_methodes-pratiques-scientifiques_2.txt*0.015696168%lycee_physique-chimie_lycee.txt*0.014421919%lycee_arts_2.txt*0.0141152935%lycee_langues_2.txt*0.01346058%college_eps_college.txt*0.01256261%lycee_francais_2-1.txt*0.012489941%lycee_svt_lycee.txt*0.011567066%college_arts-musique_intro.txt*0.011545435%lycee_maths_1S.txt*0.011455634%lycee_ses_2.txt*0.011407683%lycee_physique-chimie_TS.txt*0.011308678%lycee_langues_1-T.txt*0.011013336%college_exploration_tout.txt*0.010440023%lycee_histoire-geo_2.txt*0.009772314%lycee_ecjs_T.txt*0.009112209%lycee_histoire-geo_1.txt*0.0085921595%college_histoire-geo_6.txt*0.008355611%lycee_histoire-geo_TES-L.txt*0.007916199%lycee_ses_TES.txt*0.007662776%college_histoire-geo_3.txt*0.007045466%college_histoire-geo_5.txt*0.006627277%
college_histoire-geo_3.txt,lycee_sante-social_2.txt*0.07197153%college_histoire-geo_4.txt*0.063245274%lycee_creation-culture-design_2.txt*0.05008873%lycee_ecjs_1.txt*0.028215623%lycee_sciences-ingenieur_T.txt*0.027950658%lycee_svt_2.txt*0.026649667%college_histoire-geo_6.txt*0.025543584%college_histoire-geo_intro.txt*0.024517115%college_histoire-geo_5.txt*0.022650547%lycee_histoire-geo_1.txt*0.021700721%lycee_svt_Tspe.txt*0.02128476%lycee_histoire-geo_TES-L.txt*0.020595029%lycee_arts_TL.txt*0.020483287%college_arts_college.txt*0.020299306%lycee_histoire-geo_2.txt*0.01897918%college_technologie_college.txt*0.01794321%lycee_histoire-geo_TS-opt.txt*0.017112644%lycee_sciences_lycee.txt*0.0153805325%college_svt_college.txt*0.014607234%lycee_droit_TL.txt*0.014537267%lycee_litterature_2.txt*0.013769784%lycee_economie-gestion_2.txt*0.012655349%lycee_physique-chimie_2.txt*0.012475683%lycee_ecjs_T.txt*0.012264925%lycee_arts_2.txt*0.012038978%lycee_francais_2-1.txt*0.011513951%lycee_litterature_TL.txt*0.01133666%college_arts-musique_intro.txt*0.011304447%lycee_sciences-laboratoire_2.txt*0.011269353%lycee_informatique_TS.txt*0.011168139%lycee_ecjs_2.txt*0.011070343%lycee_physique-chimie_TS.txt*0.011003786%lycee_sciences_1ES-L.txt*0.010528369%lycee_eps_tout.txt*0.010514449%college_maths_college.txt*0.0103332205%lycee_histoire-des-arts_lycee.txt*0.010167926%lycee_ses_1ses.txt*0.010088132%lycee_svt_lycee.txt*0.009722297%lycee_maths_TS.txt*0.009567776%lycee_langues_1-T.txt*0.009551919%lycee_langues_2.txt*0.009340185%lycee_creation-innovation-technologiques_2.txt*0.009187302%lycee_eps_T.txt*0.008662984%lycee_eps_lycee.txt*0.008648235%lycee_methodes-pratiques-scientifiques_2.txt*0.008571444%lycee_maths_1ES-L.txt*0.008251103%lycee_ses_TES.txt*0.008199613%lycee_ses_2.txt*0.008030263%lycee_arts-creation_2.txt*0.008010394%lycee_maths_1S.txt*0.007930543%lycee_maths_2.txt*0.007881144%lycee_litterature-etrangere_TL.txt*0.007313862%lycee_sciences-ingenieur_2.txt*0.007045466%college_eps_college.txt*0.006724386%lycee_physique-chimie_lycee.txt*0.0064808605%lycee_biotechnologies_2.txt*0.006330421%college_exploration_tout.txt*0.005672466%
lycee_biotechnologies_2.txt,lycee_sante-social_2.txt*0.089059435%college_histoire-geo_6.txt*0.06302887%lycee_histoire-geo_2.txt*0.05140923%lycee_creation-culture-design_2.txt*0.04435546%lycee_physique-chimie_TS.txt*0.043795627%lycee_ses_TES.txt*0.04338198%lycee_sciences-laboratoire_2.txt*0.037438646%lycee_svt_2.txt*0.027047584%lycee_eps_tout.txt*0.024408245%college_technologie_college.txt*0.023842856%lycee_sciences_lycee.txt*0.020291306%college_arts_college.txt*0.01952371%lycee_arts_TL.txt*0.019212354%lycee_svt_Tspe.txt*0.018661305%lycee_physique-chimie_2.txt*0.018582452%lycee_eps_T.txt*0.018021036%lycee_economie-gestion_2.txt*0.01704131%lycee_eps_lycee.txt*0.016783644%college_svt_college.txt*0.01656316%lycee_creation-innovation-technologiques_2.txt*0.016497219%lycee_sciences-ingenieur_2.txt*0.016103497%lycee_litterature_2.txt*0.015124508%lycee_methodes-pratiques-scientifiques_2.txt*0.015044526%lycee_arts-creation_2.txt*0.0144098895%lycee_arts_2.txt*0.01381052%lycee_ecjs_1.txt*0.013759169%college_histoire-geo_4.txt*0.013140659%lycee_informatique_TS.txt*0.0124951275%lycee_ses_2.txt*0.011314904%lycee_sciences_1ES-L.txt*0.010826635%lycee_svt_lycee.txt*0.010706445%lycee_langues_2.txt*0.010474395%college_maths_college.txt*0.0102197%college_eps_college.txt*0.010062446%lycee_litterature_TL.txt*0.009536588%lycee_physique-chimie_lycee.txt*0.009453761%lycee_ses_1ses.txt*0.009108836%lycee_francais_2-1.txt*0.008903352%college_histoire-geo_intro.txt*0.008856624%lycee_maths_1ES-L.txt*0.008529663%lycee_langues_1-T.txt*0.008464916%lycee_sciences-ingenieur_T.txt*0.008382491%lycee_droit_TL.txt*0.008376631%college_exploration_tout.txt*0.008077478%lycee_maths_1S.txt*0.007875343%lycee_histoire-geo_TS-opt.txt*0.00786543%lycee_maths_TS.txt*0.0076933196%lycee_litterature-etrangere_TL.txt*0.007465253%lycee_maths_2.txt*0.0074358177%lycee_histoire-geo_1.txt*0.0069526234%lycee_histoire-geo_TES-L.txt*0.0066869725%lycee_ecjs_T.txt*0.0066205305%lycee_ecjs_2.txt*0.006519394%college_histoire-geo_3.txt*0.006330421%college_arts-musique_intro.txt*0.0060959063%college_histoire-geo_5.txt*0.0058560404%lycee_histoire-des-arts_lycee.txt*0.0055994256%
lycee_ecjs_T.txt,lycee_sante-social_2.txt*0.081091076%lycee_histoire-geo_TES-L.txt*0.059377544%lycee_sciences-ingenieur_T.txt*0.049399193%lycee_ecjs_1.txt*0.037969716%lycee_eps_tout.txt*0.037944954%lycee_svt_2.txt*0.03167297%lycee_creation-culture-design_2.txt*0.03043327%college_histoire-geo_4.txt*0.026825767%lycee_svt_Tspe.txt*0.025671456%lycee_arts_TL.txt*0.023656424%college_arts_college.txt*0.022405313%college_technologie_college.txt*0.021164801%college_histoire-geo_intro.txt*0.018418929%lycee_ecjs_2.txt*0.018364402%lycee_litterature_2.txt*0.01802506%lycee_sciences_1ES-L.txt*0.016906073%lycee_sciences-laboratoire_2.txt*0.016570961%lycee_droit_TL.txt*0.016392674%lycee_eps_T.txt*0.015591307%college_svt_college.txt*0.014637984%lycee_physique-chimie_2.txt*0.014454679%lycee_economie-gestion_2.txt*0.013505692%lycee_ses_1ses.txt*0.013388776%lycee_informatique_TS.txt*0.013365389%lycee_arts_2.txt*0.013362879%lycee_langues_2.txt*0.013034501%lycee_langues_1-T.txt*0.012919572%lycee_sciences_lycee.txt*0.012570102%college_histoire-geo_3.txt*0.012264925%lycee_histoire-geo_TS-opt.txt*0.011921273%lycee_litterature_TL.txt*0.011863332%lycee_eps_lycee.txt*0.01147788%college_maths_college.txt*0.011393602%lycee_physique-chimie_TS.txt*0.011271631%lycee_francais_2-1.txt*0.010830548%lycee_methodes-pratiques-scientifiques_2.txt*0.010644499%lycee_arts-creation_2.txt*0.010643638%college_arts-musique_intro.txt*0.0105385175%lycee_histoire-geo_2.txt*0.010398201%lycee_histoire-geo_1.txt*0.0103064515%lycee_creation-innovation-technologiques_2.txt*0.010208311%college_histoire-geo_6.txt*0.010135207%lycee_maths_TS.txt*0.009936505%lycee_ses_2.txt*0.009826828%lycee_ses_TES.txt*0.009737528%lycee_maths_2.txt*0.009673283%lycee_litterature-etrangere_TL.txt*0.009605879%lycee_sciences-ingenieur_2.txt*0.009112209%college_eps_college.txt*0.008860003%college_histoire-geo_5.txt*0.008834123%lycee_svt_lycee.txt*0.008738849%lycee_maths_1S.txt*0.008303744%lycee_maths_1ES-L.txt*0.008184429%college_exploration_tout.txt*0.007881865%lycee_histoire-des-arts_lycee.txt*0.0077572074%lycee_biotechnologies_2.txt*0.0066205305%lycee_physique-chimie_lycee.txt*0.0058601336%
